name,category,province,address,phone,website,rating,review_count,google_maps_url,type,priority
klinik spesialis kejiwaan,Klinik Kesehatan Mental,Jawa Tengah,Jl. Cendrawasih No.43,,0831-1688-7771,,,https://www.google.com/maps/place/klinik+spesialis+kejiwaan/data=!4m7!3m6!1s0x2e7ac9f4bc849523:0xa888ae506be6a01f!8m2!3d-7.6846444!4d109.6689158!16s%2Fg%2F11f31bkjlq!19sChIJI5WEvPTJei4RH6Dma1CuiKg?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Pratama Puri Saras (BPJS dan Umum),Klinik Medis,Jawa Tengah,Jl. Sompok Lama No.48,0900,(024) 8316389,,,https://www.google.com/maps/place/Klinik+Pratama+Puri+Saras+%28BPJS+dan+Umum%29/data=!4m7!3m6!1s0x2e708d8336446f85:0xc31d4f0bfa9b475!8m2!3d-7.0025222!4d110.4366025!16s%2Fg%2F12hkfv8vs!19sChIJhW9ENoONcC4RdbSpv_DUMQw?authuser=0&hl=id&rclk=1,Mental Health Service,7
"Praktek Psikiater dr. Ika, SpKJ",Psikiater,Jawa Timur,"De Banna Residence, Jl. Griya Permata Alam No.B1-09 B1-09",,0851-5777-8101,,,"https://www.google.com/maps/place/Praktek+Psikiater+dr.+Ika,+SpKJ/data=!4m7!3m6!1s0x2e7881f0b9f9408f:0x87ae9d4b5b4f5bc9!8m2!3d-7.8965968!4d112.6094697!16s%2Fg%2F11l8gr_r86!19sChIJj0D5ufCBeC4RyVtPW0udroc?authuser=0&hl=id&rclk=1",Psychiatrist,1
"dr. Tirka Nandaka, SpKJ(K).,SH.,CPht (Psikiater Konsultan & Hypnotherapist)",Psikiater,Jawa Timur,·,427,0812-3446-5272,,,"https://www.google.com/maps/place/dr.+Tirka+Nandaka,+SpKJ%28K%29.,SH.,CPht+%28Psikiater+Konsultan+%26+Hypnotherapist%29/data=!4m7!3m6!1s0x2dd7e32b49abe1a5:0x10354b9effcc214a!8m2!3d-7.3806216!4d112.6425022!16s%2Fg%2F11fvld6r7k!19sChIJpeGrSSvj1y0RSiHM_55LNRA?authuser=0&hl=id&rclk=1",Psychiatrist,1
Klinik Dr Antina Nevi Hidayati Sp KJ (Psikiater),Dokter,Jawa Timur,Jl. IR. H. Juanda No.22-2,,0812-1630-2827,,,https://www.google.com/maps/place/Klinik+Dr+Antina+Nevi+Hidayati+Sp+KJ+%28Psikiater%29/data=!4m7!3m6!1s0x2e78401d39b0be63:0xee3cd4fc0b78edc9!8m2!3d-7.5489675!4d112.2357722!16s%2Fg%2F11cjp8qsh2!19sChIJY76wOR1AeC4Rye14C_zUPO4?authuser=0&hl=id&rclk=1,Psychiatrist,1
"dr. Brihastami Sawitri, SpKJ - psikiater surabaya",Psikiater,Jawa Timur,Jl. Klampis Harapan VI No.1,,0812-3282-5258,,,"https://www.google.com/maps/place/dr.+Brihastami+Sawitri,+SpKJ+-+psikiater+surabaya/data=!4m7!3m6!1s0x2dd7fb19fc16981b:0x1f91518dec822a9d!8m2!3d-7.2939123!4d112.7797738!16s%2Fg%2F11t6j21rf9!19sChIJG5gW_Bn71y0RnSqC7I1RkR8?authuser=0&hl=id&rclk=1",Psychiatrist,1
"Wini Agus Dokter, Psikiater",Psikiater,Jawa Timur,Jl. Ngagel Timur IV No.29,,0812-3173-425,,,"https://www.google.com/maps/place/Wini+Agus+Dokter,+Psikiater/data=!4m7!3m6!1s0x2dd7fbfc664a0d5f:0xda70c53eee18ca1!8m2!3d-7.2890776!4d112.7519598!16s%2Fg%2F11b6y8xfql!19sChIJXw1KZvz71y0RoYzh7lMMpw0?authuser=0&hl=id&rclk=1",Psychiatrist,1
"Praktek dr. Mefi Windiastuti, SpKJ",Psikiater,Jawa Timur,"C1 No.23, Perum Jl. Raya Banjarsari Asri No.25 C1/ No. 23",,,,,"https://www.google.com/maps/place/Praktek+dr.+Mefi+Windiastuti,+SpKJ/data=!4m7!3m6!1s0x2e77ff9a06b59a3f:0x6d24bc4b04b353f6!8m2!3d-7.1779126!4d112.5854764!16s%2Fg%2F11c0rh72vd!19sChIJP5q1Bpr_dy4R9lOzBEu8JG0?authuser=0&hl=id&rclk=1",Psychiatrist,1
"Dr. Aimee Nugroho, SpKJ",Psikiater,Jawa Timur,·,2441,0851-0553-8888,,,"https://www.google.com/maps/place/Dr.+Aimee+Nugroho,+SpKJ/data=!4m7!3m6!1s0x2dd7fc314f0b9afd:0x4d19bc653b3f0659!8m2!3d-7.2976027!4d112.654619!16s%2Fg%2F11cm041hd7!19sChIJ_ZoLTzH81y0RWQY_O2W8GU0?authuser=0&hl=id&rclk=1",Psychiatrist,1
dr Nalini Muhdi SpKJ(K),Psikiater,Jawa Timur,Jl. Raya Sutorejo Prima UtaraBlok PZ19 No.21,,(031) 5925226,,,https://www.google.com/maps/place/dr+Nalini+Muhdi+SpKJ%28K%29/data=!4m7!3m6!1s0x2dd7f9f421580061:0x60e182a0a5703a81!8m2!3d-7.2621327!4d112.7941595!16s%2Fg%2F11cn6f607f!19sChIJYQBYIfT51y0RgTpwpaCC4WA?authuser=0&hl=id&rclk=1,Psychiatrist,1
Poli Psikiatri RS Muhammadiyah Lamongan,Psikiater,Jawa Timur,·,76,,,,https://www.google.com/maps/place/Poli+Psikiatri+RS+Muhammadiyah+Lamongan/data=!4m7!3m6!1s0x2e77f1148a1a0317:0x779fbce04ac9e760!8m2!3d-7.108929!4d112.404257!16s%2Fg%2F11p_0fvvnq!19sChIJFwMaihTxdy4RYOfJSuC8n3c?authuser=0&hl=id&rclk=1,Psychiatrist,1
"dr. Buntoro,Sp.KJ",Psikiater,Jawa Timur,"Apotek Semeru, Jl. Semeru No.45, RW.3",,0812-3382-082,,,"https://www.google.com/maps/place/dr.+Buntoro,Sp.KJ/data=!4m7!3m6!1s0x2e7882a9d2ce54ef:0xc25431c2487f24c6!8m2!3d-7.973398!4d112.623606!16s%2Fg%2F1pztd4f_0!19sChIJ71TO0qmCeC4RxiR_SMIxVMI?authuser=0&hl=id&rclk=1",Psychiatrist,1
"PSIKOLOG KLINIS MALANG ( Dr. (Cand) Tri Wiganti Andayani, S.Psi., M.Psi., Psikolog) RUMAH PSIKOLOGI WIGANTI",Psikolog,Jawa Timur,Jl. Joyo Grand Kav. Depag III No.10,,0817-0519-030,,,"https://www.google.com/maps/place/PSIKOLOG+KLINIS+MALANG+%28+Dr.+%28Cand%29+Tri+Wiganti+Andayani,+S.Psi.,+M.Psi.,+Psikolog%29+RUMAH+PSIKOLOGI+WIGANTI/data=!4m7!3m6!1s0x2e788319041d086f:0x2533f0812b4877e7!8m2!3d-7.9412059!4d112.5946721!16s%2Fg%2F11s92x15h8!19sChIJbwgdBBmDeC4R53dIK4HwMyU?authuser=0&hl=id&rclk=1",Psychologist,2
Tulip Psikologi Malang,Psikolog,Jawa Timur,Jl. Mayjend Panjaitan No.171,,0852-3393-9329,,,https://www.google.com/maps/place/Tulip+Psikologi+Malang/data=!4m7!3m6!1s0x2e7883a790923dd3:0x5dd9f80c676211cb!8m2!3d-7.9536065!4d112.6195926!16s%2Fg%2F11t9p6gslm!19sChIJ0z2SkKeDeC4RyxFiZwz42V0?authuser=0&hl=id&rclk=1,Psychologist,2
"PSIKOLOGI KLINIS MALANG ""TRUST"" MENTAL HEALTH CENTER",Psikolog,Jawa Timur,"Jl. Joyo Utomo V Blk. F No.13, RT.07/RW.04",,0813-3338-1308,,,https://www.google.com/maps/place/PSIKOLOGI+KLINIS+MALANG+%22TRUST%22+MENTAL+HEALTH+CENTER/data=!4m7!3m6!1s0x2e7883f73d552541:0xf6eeedecaf1bd4ad!8m2!3d-7.9446763!4d112.6009224!16s%2Fg%2F11g_x7ckpd!19sChIJQSVVPfeDeC4RrdQbr-zt7vY?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktek Bersama Dokter & Psikolog_dr.Ahmad Hati Nurwanto & Dewi Arum Yonitri., S.Psi., M.Psi., Psikolog",Psikolog,Jawa Timur,"Jl. Imam Bonjol No.RT 001, RW.008",1400,0851-8519-9323,,,"https://www.google.com/maps/place/Praktek+Bersama+Dokter+%26+Psikolog_dr.Ahmad+Hati+Nurwanto+%26+Dewi+Arum+Yonitri.,+S.Psi.,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e78fdb2d137b82d:0x8e6ee25fc1d151bb!8m2!3d-8.0162854!4d111.9080979!16s%2Fg%2F11qftjq2g7!19sChIJLbg30bL9eC4Ru1HRwV_ibo4?authuser=0&hl=id&rclk=1",Psychologist,2
"Psikolog Kediri ""Biro Konsultasi Psikologi Kartika"" (CV Kartika Konsultan)",Psikolog,Jawa Timur,Jl. Letjend Sutoyo No.52-54,0800,0812-3538-205,,,https://www.google.com/maps/place/Psikolog+Kediri+%22Biro+Konsultasi+Psikologi+Kartika%22+%28CV+Kartika+Konsultan%29/data=!4m7!3m6!1s0x2e785773d87abc8d:0x64a26926508e6a85!8m2!3d-7.8249813!4d112.0287822!16s%2Fg%2F11btm56zhn!19sChIJjbx62HNXeC4RhWqOUCZpomQ?authuser=0&hl=id&rclk=1,Psychologist,2
PRIMATAMA Klinik Dan Biro Psikologi,Klinik Kesehatan Mental,Jawa Timur,Jl. Jatisari Besar No.71c,,0856-6496-7003,,,https://www.google.com/maps/place/PRIMATAMA+Klinik+Dan+Biro+Psikologi/data=!4m7!3m6!1s0x2dd7e4a880331f75:0xeb7a67325f55594c!8m2!3d-7.35882!4d112.718372!16s%2Fg%2F11ggng27b9!19sChIJdR8zgKjk1y0RTFlVXzJneus?authuser=0&hl=id&rclk=1,Psychologist,2
"Robby Agustinus L, S.Psi., M.Psi., Psikolog Klinis",Psikolog,Jawa Timur,"Araya, Jl. Greenwood Golf III No.23",,0822-2088-8500,,,"https://www.google.com/maps/place/Robby+Agustinus+L,+S.Psi.,+M.Psi.,+Psikolog+Klinis/data=!4m7!3m6!1s0x2dd6297e02697bb1:0x683e0421c7099134!8m2!3d-7.9311867!4d112.6665245!16s%2Fg%2F11j370_4gh!19sChIJsXtpAn4p1i0RNJEJxyEEPmg?authuser=0&hl=id&rclk=1",Psychologist,2
"Praktik Psikologi Invira Humania - M. Fauzi Setiawan, M.Psi., Psikolog",Psikolog,Jawa Timur,Jl. KH Agus Salim No.68,,0852-3298-5385,,,"https://www.google.com/maps/place/Praktik+Psikologi+Invira+Humania+-+M.+Fauzi+Setiawan,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e78e3936b1e9f6b:0x4268e0b5eeb96ec!8m2!3d-8.0599557!4d111.903445!16s%2Fg%2F11fp3j9dy7!19sChIJa58ea5PjeC4R7JbrXguOJgQ?authuser=0&hl=id&rclk=1",Psychologist,2
Psikologi Malang Holistic Consultan&Psychodiagnostic,Psikolog,Jawa Timur,"Jl Titan Asri V C 1, RT.12/RW.2",0900,0851-5654-3080,,,https://www.google.com/maps/place/Psikologi+Malang+Holistic+Consultan%26Psychodiagnostic/data=!4m7!3m6!1s0x2dd6298fa658b2f3:0x10e33374347ed38f!8m2!3d-7.9569857!4d112.6527952!16s%2Fg%2F11s5k62t5p!19sChIJ87JYpo8p1i0Rj9N-NHQz4xA?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktek Mandiri Psikolog Klinis ""Izza Ummu Harisa, S. Psi., M. Psi., Psikolog""",Psikolog,Jawa Timur,·,2110,0877-5508-1337,,,"https://www.google.com/maps/place/Praktek+Mandiri+Psikolog+Klinis+%22Izza+Ummu+Harisa,+S.+Psi.,+M.+Psi.,+Psikolog%22/data=!4m7!3m6!1s0x2e791b4e35de6c83:0x90e6e9ab0b278912!8m2!3d-8.0858015!4d111.7550569!16s%2Fg%2F11nclp408m!19sChIJg2zeNU4beS4REoknC6vp5pA?authuser=0&hl=id&rclk=1",Psychologist,2
"Psikolog Kediri | Terapi Wicara dan Tumbuh Kembang | Layanan Psikolog Anak, Remaja & Dewasa (Candy Psychological Center)",Psikolog,Jawa Timur,Jl. Hayam Wuruk No.37,,0899-7979-768,,,"https://www.google.com/maps/place/Psikolog+Kediri+%7C+Terapi+Wicara+dan+Tumbuh+Kembang+%7C+Layanan+Psikolog+Anak,+Remaja+%26+Dewasa+%28Candy+Psychological+Center%29/data=!4m7!3m6!1s0x31d98f0dadc7d60f:0x14ffc99a24d526be!8m2!3d-7.8146568!4d112.0168037!16s%2Fg%2F11rsbr1bdp!19sChIJD9bHrQ2P2TERvibVJJrJ_xQ?authuser=0&hl=id&rclk=1",Psychologist,2
Praktek Psikolog Family Mind Space,Psikolog,Jawa Timur,Puri Indah Ketintang No.F7 A,0800,0852-5777-2127,,,https://www.google.com/maps/place/Praktek+Psikolog+Family+Mind+Space/data=!4m7!3m6!1s0x2dd7fbd4b58a38a1:0x64748bdd314004f5!8m2!3d-7.3088756!4d112.7240402!16s%2Fg%2F11lmhf7xt2!19sChIJoTiKtdT71y0R9QRAMd2LdGQ?authuser=0&hl=id&rclk=1,Psychologist,2
SINERGI Biro Psikologi Klinis & Terapan,Psikolog,Jawa Timur,Jl. Panglima Sudirman No.10 B,0830,0815-5616-543,,,https://www.google.com/maps/place/SINERGI+Biro+Psikologi+Klinis+%26+Terapan/data=!4m7!3m6!1s0x2e79bf5b6de233d9:0xe546342b6b5cb678!8m2!3d-7.6316321!4d111.5277211!16s%2Fg%2F11g3z1jvdv!19sChIJ2TPibVu_eS4ReLZcays0RuU?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Anak Malang,Psikolog,Jawa Timur,Perumahan Jl. Graha Pelita Asri C No.36,,0819-4441-1038,,,https://www.google.com/maps/place/Psikolog+Anak+Malang/data=!4m7!3m6!1s0x2dd6290035b724e3:0x22e2660c2f9f2a93!8m2!3d-7.9511274!4d112.6568664!16s%2Fg%2F11vsdscsyd!19sChIJ4yS3NQAp1i0RkyqfLwxm4iI?authuser=0&hl=id&rclk=1,Psychologist,2
LEMBAGA PSIKOLOGI DAN KONSULTASI ANAK,Psikolog Anak,Jawa Timur,Jl. Simo Sidomulyo II No.34,,0821-5498-9993,,,https://www.google.com/maps/place/LEMBAGA+PSIKOLOGI+DAN+KONSULTASI+ANAK/data=!4m7!3m6!1s0x2dd7f952a45e20d9:0x8b339103dc55ab10!8m2!3d-7.2587009!4d112.7162386!16s%2Fg%2F11b6v7wznw!19sChIJ2SBepFL51y0REKtV3AORM4s?authuser=0&hl=id&rclk=1,Psychologist,2
KRISTAL PSIKOLOGI,Psikolog,Jawa Timur,Jl. Margodadi No.36-38,0800,0888-2226-543,,,https://www.google.com/maps/place/KRISTAL+PSIKOLOGI/data=!4m7!3m6!1s0x65258335df5316a5:0x824b72622323c69a!8m2!3d-7.2473396!4d112.725323!16s%2Fg%2F11q3rh4jbl!19sChIJpRZT3zWDJWURmsYjI2JyS4I?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Mandiri Psikolog Klinis - Binar Al Kautsar., Psikolog",Klinik Kesehatan Mental,Jawa Timur,"PERUM ALAM NIRWANA, Jl. Bend. Sigura - Gura Bar. II No.KAV 20",,0898-0530-097,,,"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis+-+Binar+Al+Kautsar.,+Psikolog/data=!4m7!3m6!1s0x2e788393c4785445:0xb53b20f7dc86707d!8m2!3d-7.9566023!4d112.6068784!16s%2Fg%2F11fs_89kmb!19sChIJRVR4xJODeC4RfXCG3PcgO7U?authuser=0&hl=id&rclk=1",Psychologist,2
DearAstrid Story Sharing Space | Psikolog Surabaya Barat,Psikolog,Jawa Timur,Royal Residence BS-12 No.56,0900,0812-1667-1214,,,https://www.google.com/maps/place/DearAstrid+Story+Sharing+Space+%7C+Psikolog+Surabaya+Barat/data=!4m7!3m6!1s0x2dd7fb426f5b7c23:0x85bbac2fd470492b!8m2!3d-7.3199009!4d112.6726568!16s%2Fg%2F11frp43nc1!19sChIJI3xbb0L71y0RK0lw1C-su4U?authuser=0&hl=id&rclk=1,Psychologist,2
Rumah Sehat Psikologi Invira Humania,Psikolog,Jawa Timur,·,0900,0813-3117-3779,,,https://www.google.com/maps/place/Rumah+Sehat+Psikologi+Invira+Humania/data=!4m7!3m6!1s0x2dd7fce4498a8df5:0x84b91d3f77a7b56a!8m2!3d-7.3217276!4d112.6764264!16s%2Fg%2F11f3tqznhg!19sChIJ9Y2KSeT81y0RarWndz8duYQ?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Klinis Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog (Klipsi DFD)",Psikolog,Jawa Timur,·,60,0888-0376-4800,,,"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+Dini+Fidyanti+Devi,+S.Psi.,+M.Psi.,+Psikolog+%28Klipsi+DFD%29/data=!4m7!3m6!1s0x2e77ff7398d375a9:0xe722abb94488ad75!8m2!3d-7.1543861!4d112.612288!16s%2Fg%2F11h3139qlx!19sChIJqXXTmHP_dy4Rda2IRLmrIuc?authuser=0&hl=id&rclk=1",Psychologist,2
Yayasan Praktek Psikolog Indonesia Cabang Malang,Psikolog,Jawa Timur,Perum Jl. Taman Indah Soekarno Hatta No.25B,2100,0878-8718-4585,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Malang/data=!4m7!3m6!1s0x2e7883b0aac30859:0x51547fe0c42ed61d!8m2!3d-7.934285!4d112.6179243!16s%2Fg%2F11sbz3y32f!19sChIJWQjDqrCDeC4RHdYuxOB_VFE?authuser=0&hl=id&rclk=1,Psychologist,2
"HAIRA PSIKOLOGI / Praktik Psikolog Klinis dan Terapi Anak Berkebutuhan Khusus / Gerdaning Tyas Jadmiko, M.Psi., Psikolog",Psikolog,Jawa Timur,·,1700,0851-7328-7173,,,"https://www.google.com/maps/place/HAIRA+PSIKOLOGI+%2F+Praktik+Psikolog+Klinis+dan+Terapi+Anak+Berkebutuhan+Khusus+%2F+Gerdaning+Tyas+Jadmiko,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2dd7e13de2228495:0xb4a8270a967d3111!8m2!3d-7.4641889!4d112.7094004!16s%2Fg%2F11sv0cphvp!19sChIJlYQi4j3h1y0RETF9lgonqLQ?authuser=0&hl=id&rclk=1",Psychologist,2
Arah Tumbuh Psychology Center,Psikolog,Jawa Timur,·,0900,0813-8082-8881,,,https://www.google.com/maps/place/Arah+Tumbuh+Psychology+Center/data=!4m7!3m6!1s0x2e789f892757a64d:0x21e8ddc084b1ec67!8m2!3d-8.106563!4d112.5754399!16s%2Fg%2F11thsmk6zc!19sChIJTaZXJ4mfeC4RZ-yxhMDd6CE?authuser=0&hl=id&rclk=1,Psychologist,2
humility praktik psikolog,Psikolog,Jawa Timur,"perum pepelegi indah, Jl. Lawu No.9",,0858-5976-0030,,,https://www.google.com/maps/place/humility+praktik+psikolog/data=!4m7!3m6!1s0x2dd7e5d99964ea4f:0xacdb6b53a2fd51fb!8m2!3d-7.3654998!4d112.72633!16s%2Fg%2F11ql_244rp!19sChIJT-pkmdnl1y0R-1H9olNr26w?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Mandiri Psikolog Klinis ""Kaca Hati"" Shinfani Rodhiyani, S.Psi., M.Psi., Psikolog",Psikolog,Jawa Timur,Jl. Pare Kandangan No.22,0900,0857-4574-4606,,,"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis+%22Kaca+Hati%22+Shinfani+Rodhiyani,+S.Psi.,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e785f4b53658a2f:0xc5b066f877504808!8m2!3d-7.7805556!4d112.2095996!16s%2Fg%2F11vwhpx2fm!19sChIJL4plU0tfeC4RCEhQd_hmsMU?authuser=0&hl=id&rclk=1",Psychologist,2
"Praktik Psikolog Indah Nadzifah H., M.Psi., Psikolog. (Biro Psikologi Brillian Potensia)",Psikolog,Jawa Timur,·,,0857-3677-4456,,,"https://www.google.com/maps/place/Praktik+Psikolog+Indah+Nadzifah+H.,+M.Psi.,+Psikolog.+%28Biro+Psikologi+Brillian+Potensia%29/data=!4m7!3m6!1s0x2e78e16ff021babf:0x5e8d9ccc7aac7e38!8m2!3d-8.1343779!4d111.9468517!16s%2Fg%2F11kwlnydvc!19sChIJv7oh8G_heC4ROH6sesycjV4?authuser=0&hl=id&rclk=1",Psychologist,2
Psikolog Islam Sidoarjo,Psikolog,Jawa Timur,Jl. Banjar Asri,,0881-0274-42251,,,https://www.google.com/maps/place/Psikolog+Islam+Sidoarjo/data=!4m7!3m6!1s0x2dd7e1c1b74b9c8d:0xf0e60a8c829e6e9!8m2!3d-7.4504742!4d112.6920374!16s%2Fg%2F11tfh2shy8!19sChIJjZxLt8Hh1y0R6eYpyKhgDg8?authuser=0&hl=id&rclk=1,Psychologist,2
Yuwardi Psikolog dan Hipnoterapi Surabaya Hypnotherapy,Psikolog,Jawa Timur,·,1000,0878-1951-7888,,,https://www.google.com/maps/place/Yuwardi+Psikolog+dan+Hipnoterapi+Surabaya+Hypnotherapy/data=!4m7!3m6!1s0x2dd7fa1e97e54183:0x29bfe1b5c796aa2a!8m2!3d-7.2685611!4d112.7916392!16s%2Fg%2F1pzrn4d5_!19sChIJg0Hllx761y0RKqqWx7Xhvyk?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Sayekti Pribadi N',Psikolog,Jawa Timur,Jl. Budiono No.8,,0856-0610-1655,,,https://www.google.com/maps/place/Psikolog+Sayekti+Pribadi+N%27/data=!4m7!3m6!1s0x2e787e06f0d19ab7:0x72f88864efb924d!8m2!3d-7.8374719!4d112.5274051!16s%2Fg%2F1hm5mswqp!19sChIJt5rR8AZ-eC4RTZL7ToaILwc?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Lestari,Psikolog,Jawa Timur,"The Serenity, Jl. Nginden Semolo No.21, RT.000/RW.00",0800,0822-5070-7020,,,https://www.google.com/maps/place/Biro+Psikologi+Lestari/data=!4m7!3m6!1s0x2dd7fb4f91297683:0x3e419f6a394334c9!8m2!3d-7.2981571!4d112.7728702!16s%2Fg%2F11h03dnk8w!19sChIJg3YpkU_71y0RyTRDOWqfQT4?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Gresik,Psikolog,Jawa Timur,Jl. Penganden Residence No.Kavling 7,1000,0878-1951-7888,,,https://www.google.com/maps/place/Psikolog+Gresik/data=!4m7!3m6!1s0x2e77fff87260082f:0xc2fb5a3078d742ac!8m2!3d-7.124867!4d112.5998972!16s%2Fg%2F11s434_51s!19sChIJLwhgcvj_dy4RrELXeDBa-8I?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Anak Madiun,Psikolog Anak,Jawa Timur,Jl. Darma Manis Blk. II No.8,0900,0812-8888-5872,,,https://www.google.com/maps/place/Psikolog+Anak+Madiun/data=!4m7!3m6!1s0x2e79bf005d90e9a9:0xf68ff68b460b26b9!8m2!3d-7.6382262!4d111.5401789!16s%2Fg%2F11l5f7l1gc!19sChIJqemQXQC_eS4RuSYLRov2j_Y?authuser=0&hl=id&rclk=1,Psychologist,2
"Pusat Pelayanan Psikologi Terpadu ""JATI DIRI""",Psikolog,Jawa Timur,Jl. Kedung Asem No.105,,0838-3108-9018,,,https://www.google.com/maps/place/Pusat+Pelayanan+Psikologi+Terpadu+%22JATI+DIRI%22/data=!4m7!3m6!1s0x2dd7faef9358003b:0x57c21b9f3719350a!8m2!3d-7.3168098!4d112.7757987!16s%2Fg%2F11c7hg4whp!19sChIJOwBYk-_61y0RCjUZN58bwlc?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Konsultasi Psikologi JIWA MANDIRI,Psikolog,Jawa Timur,"Krian Indah Regency, Blok C V No.21",,0889-8985-8689,,,https://www.google.com/maps/place/Biro+Konsultasi+Psikologi+JIWA+MANDIRI/data=!4m7!3m6!1s0x2e78095d0b32670d:0x9c407a5b1efb7ceb!8m2!3d-7.4068061!4d112.5896009!16s%2Fg%2F11qgmymxj_!19sChIJDWcyC10JeC4R63z7Hlt6QJw?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Klinis Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog (Lawang)",Psikolog,Jawa Timur,·,1110,0888-0376-4800,,,"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+Dini+Fidyanti+Devi,+S.Psi.,+M.Psi.,+Psikolog+%28Lawang%29/data=!4m7!3m6!1s0x2dd7d30eb521ea81:0x5edf3000a9d44fa3!8m2!3d-7.8273972!4d112.7243179!16s%2Fg%2F11j0034gzg!19sChIJgeohtQ7T1y0Ro0_UqQAw314?authuser=0&hl=id&rclk=1",Psychologist,2
Biro Psikologi Character,Psikolog,Jawa Timur,"GRIYA PERMATA GEDANGAN Jalan Elang Blok L2-L3, Perum Jl. Griya Permata Gedangan No.16 Tahap II",0800,0812-1678-258,,,https://www.google.com/maps/place/Biro+Psikologi+Character/data=!4m7!3m6!1s0x2dd7e5352babcf57:0xa6e241969e37e911!8m2!3d-7.3858595!4d112.7167978!16s%2Fg%2F11plddk_3q!19sChIJV8-rKzXl1y0REek3npZB4qY?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Pelayanan Psikologi Ekshafit Cabang Bojonegoro (Praktik Psikolog),Psikolog,Jawa Timur,Jl. Lettu Suwolo No.67,0900,0812-3454-9287,,,https://www.google.com/maps/place/Lembaga+Pelayanan+Psikologi+Ekshafit+Cabang+Bojonegoro+%28Praktik+Psikolog%29/data=!4m7!3m6!1s0x2e7781bda742245b:0xfd8a9fde4fa8253d!8m2!3d-7.1514305!4d111.899445!16s%2Fg%2F11sfjmlhf8!19sChIJWyRCp72Bdy4RPSWoT96fiv0?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Klinis S. Ayu Nawangsari, M.Psi., Psikolog",Psikolog,Jawa Timur,"Jalan Bima No.3, RT.02/RW.06",,0857-3163-9659,,,"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+S.+Ayu+Nawangsari,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e784f3eb5ddd26f:0xc3f49dfff7027b43!8m2!3d-7.6503191!4d112.0138812!16s%2Fg%2F11vqlmlw88!19sChIJb9LdtT5PeC4RQ3sC9_-d9MM?authuser=0&hl=id&rclk=1",Psychologist,2
"Elma Prastika M.,M.Psi,Psikolog",Psikolog,Jawa Timur,RT.01/RW.01,,0878-6006-7445,,,"https://www.google.com/maps/place/Elma+Prastika+M.,M.Psi,Psikolog/data=!4m7!3m6!1s0x2e78eba83b11f07d:0x8d0b9442b271c87c!8m2!3d-8.1343125!4d112.1679375!16s%2Fg%2F11sryqkdvq!19sChIJffARO6jreC4RfMhxskKUC40?authuser=0&hl=id&rclk=1",Psychologist,2
Brilian Psikologi,Psikolog,Jawa Timur,"Perum Pondok Maritim, Ruko Pondok Maritim Blok W 24 A",0800,0822-3062-6147,,,https://www.google.com/maps/place/Brilian+Psikologi/data=!4m7!3m6!1s0x2dd7fceb0bc25311:0xd6ca2bf3fad3279d!8m2!3d-7.3276363!4d112.6885563!16s%2Fg%2F11b6mn1y8m!19sChIJEVPCC-v81y0RnSfT-vMrytY?authuser=0&hl=id&rclk=1,Psychologist,2
Lazuardi,Psikolog,Jawa Timur,Jl. Mataraman No.1,,0858-9591-1113,,,https://www.google.com/maps/place/Lazuardi/data=!4m7!3m6!1s0x2e78ec0d45dacc2d:0x8d309c4281023d18!8m2!3d-8.1006905!4d112.1661425!16s%2Fg%2F1hm1wzz5q!19sChIJLczaRQ3seC4RGD0CgUKcMI0?authuser=0&hl=id&rclk=1,Psychologist,2
